Name,Sequence Name,Type,Minimum,Maximum,Length,Direction,locus_tag,old_locus_tag
SM_RS19765,NC_003078.1,gene,190480,190552,73,reverse,SM_RS19765,SM_b20545
WP_010975404.1,NC_003078.1,CDS,190480,190552,73,reverse,SM_RS19765,SM_b20545
SM_RS19775,NC_003078.1,gene,190840,190932,93,reverse,SM_RS19775,SM_b20547
WP_010975406.1,NC_003078.1,CDS,190840,190932,93,reverse,SM_RS19775,SM_b20547
CDS,NC_003078.1,CDS,<191281,191486,>206,forward,SM_RS31885,SM_b20548
SM_RS31885,NC_003078.1,pseudogene,<191281,191486,>206,forward,SM_RS31885,SM_b20548
SM_RS31890,NC_003078.1,gene,<192030,>192121,>92,forward,SM_RS31890,SM_b20549
WP_234826237.1,NC_003078.1,CDS,<192030,>192121,>92,forward,SM_RS31890,SM_b20549
SM_RS19800,NC_003078.1,gene,<192179,>192259,>81,reverse,SM_RS19800,SM_b20550
WP_010975409.1,NC_003078.1,CDS,<192179,>192259,>81,reverse,SM_RS19800,SM_b20550
SM_RS19805,NC_003078.1,gene,192318,192418,101,reverse,SM_RS19805,SM_b20551
WP_015243280.1,NC_003078.1,CDS,192318,192418,101,reverse,SM_RS19805,SM_b20551
SM_RS19810,NC_003078.1,gene,<192718,>192960,>243,forward,SM_RS19810,SM_b20552
WP_010975411.1,NC_003078.1,CDS,<192718,>192960,>243,forward,SM_RS19810,SM_b20552
SM_RS19815,NC_003078.1,gene,193152,193321,170,reverse,SM_RS19815,SM_b20554
WP_010975413.1,NC_003078.1,CDS,193152,193321,170,reverse,SM_RS19815,SM_b20554
SM_RS19820,NC_003078.1,gene,193549,193775,227,forward,SM_RS19820,SM_b20556
WP_010975415.1,NC_003078.1,CDS,193549,193775,227,forward,SM_RS19820,SM_b20556
SM_RS19830,NC_003078.1,gene,<194125,>194250,>126,reverse,SM_RS19830,SM_b20557
WP_015456625.1,NC_003078.1,CDS,<194125,>194250,>126,reverse,SM_RS19830,SM_b20557
CDS,NC_003078.1,CDS,<194477,>194653,>177,reverse,SM_RS19840,SM_b20558
SM_RS19840,NC_003078.1,pseudogene,<194477,>194653,>177,reverse,SM_RS19840,SM_b20558
SM_RS19845,NC_003078.1,gene,<194654,>194851,>198,forward,SM_RS19845,SM_b20559
WP_041170077.1,NC_003078.1,CDS,<194654,>194851,>198,forward,SM_RS19845,SM_b20559
SM_RS19850,NC_003078.1,gene,<194895,>194967,>73,reverse,SM_RS19850,SM_b20560
WP_010975419.1,NC_003078.1,CDS,<194895,>194967,>73,reverse,SM_RS19850,SM_b20560
SM_RS19860,NC_003078.1,gene,195396,195719,324,reverse,SM_RS19860,SM_b20562
WP_015243267.1,NC_003078.1,CDS,195396,195719,324,reverse,SM_RS19860,SM_b20562
SM_RS19865,NC_003078.1,gene,195739,196043,305,reverse,SM_RS19865,SM_b20563
WP_010975422.1,NC_003078.1,CDS,195739,196043,305,reverse,SM_RS19865,SM_b20563
SM_RS24270,NC_003078.1,gene,526854,527257,404,reverse,SM_RS24270,SM_b20568
WP_010976271.1,NC_003078.1,CDS,526854,527257,404,reverse,SM_RS24270,SM_b20568
SM_RS24275,NC_003078.1,gene,<527305,>527560,>256,reverse,SM_RS24275,SM_b20569
WP_010976272.1,NC_003078.1,CDS,<527305,>527560,>256,reverse,SM_RS24275,SM_b20569
SM_RS24280,NC_003078.1,gene,<527565,>527894,>330,reverse,SM_RS24280,SM_b20570
WP_010976273.1,NC_003078.1,CDS,<527565,>527894,>330,reverse,SM_RS24280,SM_b20570
SM_RS24285,NC_003078.1,gene,<527928,>528208,>281,reverse,SM_RS24285,SM_b20571
WP_010976274.1,NC_003078.1,CDS,<527928,>528208,>281,reverse,SM_RS24285,SM_b20571
msuE,NC_003078.1,gene,<528695,>528879,>185,reverse,SM_RS24295,SM_b20573
WP_003529492.1,NC_003078.1,CDS,<528695,>528879,>185,reverse,SM_RS24295,SM_b20573
SM_RS24300,NC_003078.1,gene,<528941,>529815,>875,forward,SM_RS24300,SM_b20574
WP_010976275.1,NC_003078.1,CDS,<528941,>529815,>875,forward,SM_RS24300,SM_b20574
SM_RS24305,NC_003078.1,gene,<529821,>530171,>351,reverse,SM_RS24305,SM_b20575
WP_010976276.1,NC_003078.1,CDS,<529821,>530171,>351,reverse,SM_RS24305,SM_b20575
pcaG,NC_003078.1,gene,530200,530404,205,reverse,SM_RS24310,SM_b20576
WP_010976277.1,NC_003078.1,CDS,530200,530404,205,reverse,SM_RS24310,SM_b20576
pcaH,NC_003078.1,gene,<530409,>530661,>253,reverse,SM_RS24315,SM_b20577
WP_003529486.1,NC_003078.1,CDS,<530409,>530661,>253,reverse,SM_RS24315,SM_b20577
pcaC,NC_003078.1,gene,<530668,>530802,>135,reverse,SM_RS24320,SM_b20578
WP_010976278.1,NC_003078.1,CDS,<530668,>530802,>135,reverse,SM_RS24320,SM_b20578
pcaD,NC_003078.1,gene,<530803,>531070,>268,reverse,SM_RS24325,SM_b20579
WP_010976279.1,NC_003078.1,CDS,<530803,>531070,>268,reverse,SM_RS24325,SM_b20579
pcaQ,NC_003078.1,gene,<531103,>531415,>313,forward,SM_RS24330,SM_b20580
WP_010976280.1,NC_003078.1,CDS,<531103,>531415,>313,forward,SM_RS24330,SM_b20580
SM_RS24335,NC_003078.1,gene,531441,532070,630,reverse,SM_RS24335,SM_b20581
WP_010976281.1,NC_003078.1,CDS,531441,532070,630,reverse,SM_RS24335,SM_b20581
SM_RS24340,NC_003078.1,gene,532119,532425,307,reverse,SM_RS24340,SM_b20582
WP_010976282.1,NC_003078.1,CDS,532119,532425,307,reverse,SM_RS24340,SM_b20582
pobA,NC_003078.1,gene,<532457,>532846,>390,reverse,SM_RS24345,SM_b20583
WP_010976283.1,NC_003078.1,CDS,<532457,>532846,>390,reverse,SM_RS24345,SM_b20583
SM_RS24350,NC_003078.1,gene,<532886,>533124,>239,forward,SM_RS24350,SM_b20584
WP_014527740.1,NC_003078.1,CDS,<532886,>533124,>239,forward,SM_RS24350,SM_b20584
ggt,NC_003078.1,gene,<533196,>533776,>581,forward,SM_RS24355,SM_b20585
WP_010976285.1,NC_003078.1,CDS,<533196,>533776,>581,forward,SM_RS24355,SM_b20585
SM_RS24360,NC_003078.1,gene,533818,534069,252,reverse,SM_RS24360,SM_b20586
WP_010976286.1,NC_003078.1,CDS,533818,534069,252,reverse,SM_RS24360,SM_b20586
SM_RS24365,NC_003078.1,gene,<534114,>534399,>286,forward,SM_RS24365,SM_b20587
WP_010976287.1,NC_003078.1,CDS,<534114,>534399,>286,forward,SM_RS24365,SM_b20587
SM_RS24370,NC_003078.1,gene,<534405,>534665,>261,forward,SM_RS24370,SM_b20588
WP_010976288.1,NC_003078.1,CDS,<534405,>534665,>261,forward,SM_RS24370,SM_b20588
pcaF,NC_003078.1,gene,<534667,>535066,>400,forward,SM_RS24375,SM_b20589
WP_010976289.1,NC_003078.1,CDS,<534667,>535066,>400,forward,SM_RS24375,SM_b20589
SM_RS24380,NC_003078.1,gene,535128,535235,108,reverse,SM_RS24380,SM_b20590
WP_010976290.1,NC_003078.1,CDS,535128,535235,108,reverse,SM_RS24380,SM_b20590
SM_RS24385,NC_003078.1,gene,<535364,>535590,>227,forward,SM_RS24385,SM_b20592
WP_010976292.1,NC_003078.1,CDS,<535364,>535590,>227,forward,SM_RS24385,SM_b20592
SM_RS24390,NC_003078.1,gene,<535618,>535791,>174,forward,SM_RS24390,SM_b20593
WP_010976293.1,NC_003078.1,CDS,<535618,>535791,>174,forward,SM_RS24390,SM_b20593
SM_RS24395,NC_003078.1,gene,<535796,>535900,>105,forward,SM_RS24395,SM_b20594
WP_010976294.1,NC_003078.1,CDS,<535796,>535900,>105,forward,SM_RS24395,SM_b20594
SM_RS24400,NC_003078.1,gene,<535919,>536547,>629,reverse,SM_RS24400,SM_b20595
WP_167313204.1,NC_003078.1,CDS,<535919,>536547,>629,reverse,SM_RS24400,SM_b20595
SM_RS32035,NC_003078.1,gene,<536536,>536864,>329,reverse,SM_RS32035,SM_b20596
WP_010976296.1,NC_003078.1,CDS,<536536,>536864,>329,reverse,SM_RS32035,SM_b20596
SM_RS24405,NC_003078.1,gene,<536975,>537113,>139,forward,SM_RS24405,SM_b20597
WP_010976297.1,NC_003078.1,CDS,<536975,>537113,>139,forward,SM_RS24405,SM_b20597
repA,NC_003078.1,gene,537163,537584,422,forward,SM_RS24410,SM_b20598
WP_013850289.1,NC_003078.1,CDS,537163,537584,422,forward,SM_RS24410,SM_b20598
repB,NC_003078.1,gene,537586,537939,354,forward,SM_RS24415,SM_b20599
WP_010976299.1,NC_003078.1,CDS,537586,537939,354,forward,SM_RS24415,SM_b20599
SM_RS24420,NC_003078.1,gene,<537961,>538102,>142,reverse,SM_RS24420,SM_b20600
WP_013850287.1,NC_003078.1,CDS,<537961,>538102,>142,reverse,SM_RS24420,SM_b20600
urtD,NC_003078.1,gene,<538464,>538713,>250,reverse,SM_RS24430,SM_b20602
WP_010976302.1,NC_003078.1,CDS,<538464,>538713,>250,reverse,SM_RS24430,SM_b20602
urtC,NC_003078.1,gene,<538717,>539107,>391,reverse,SM_RS24435,SM_b20603
WP_010976303.1,NC_003078.1,CDS,<538717,>539107,>391,reverse,SM_RS24435,SM_b20603
urtB,NC_003078.1,gene,539107,539644,538,reverse,SM_RS24440,SM_b20604
WP_010976304.1,NC_003078.1,CDS,539107,539644,538,reverse,SM_RS24440,SM_b20604
urtA,NC_003078.1,gene,<539693,>540122,>430,reverse,SM_RS24445,SM_b20605
WP_003529436.1,NC_003078.1,CDS,<539693,>540122,>430,reverse,SM_RS24445,SM_b20605
SM_RS24450,NC_003078.1,gene,540194,540343,150,reverse,SM_RS24450,SM_b20606
WP_003529433.1,NC_003078.1,CDS,540194,540343,150,reverse,SM_RS24450,SM_b20606
SM_RS24455,NC_003078.1,gene,<540343,>540496,>154,reverse,SM_RS24455,SM_b20607
WP_010976305.1,NC_003078.1,CDS,<540343,>540496,>154,reverse,SM_RS24455,SM_b20607
SM_RS24460,NC_003078.1,gene,<540509,>540620,>112,reverse,SM_RS24460,SM_b20608
WP_003529430.1,NC_003078.1,CDS,<540509,>540620,>112,reverse,SM_RS24460,SM_b20608
SM_RS24465,NC_003078.1,gene,<540724,>541849,>1126,forward,SM_RS24465,SM_b20609
WP_010976306.1,NC_003078.1,CDS,<540724,>541849,>1126,forward,SM_RS24465,SM_b20609
SM_RS24470,NC_003078.1,gene,<541846,>542154,>309,forward,SM_RS24470,SM_b20610
WP_010976307.1,NC_003078.1,CDS,<541846,>542154,>309,forward,SM_RS24470,SM_b20610
SM_RS24475,NC_003078.1,gene,542193,542634,442,reverse,SM_RS24475,SM_b20611
WP_010976308.1,NC_003078.1,CDS,542193,542634,442,reverse,SM_RS24475,SM_b20611
SM_RS24480,NC_003078.1,gene,542712,543333,622,forward,SM_RS24480,SM_b20612
WP_010976309.1,NC_003078.1,CDS,542712,543333,622,forward,SM_RS24480,SM_b20612
dctD,NC_003078.1,gene,543335,543795,461,forward,SM_RS24485,SM_b20613
WP_003529421.1,NC_003078.1,CDS,543335,543795,461,forward,SM_RS24485,SM_b20613
SM_RS24490,NC_003078.1,gene,<543838,>544509,>672,reverse,SM_RS24490,SM_b20614
WP_041170117.1,NC_003078.1,CDS,<543838,>544509,>672,reverse,SM_RS24490,SM_b20614
thiC,NC_003078.1,gene,<544649,>545259,>611,forward,SM_RS24495,SM_b20615
WP_010976311.1,NC_003078.1,CDS,<544649,>545259,>611,forward,SM_RS24495,SM_b20615
thiO,NC_003078.1,gene,545261,545586,326,forward,SM_RS24500,SM_b20616
WP_010976312.1,NC_003078.1,CDS,545261,545586,326,forward,SM_RS24500,SM_b20616
SM_RS24510,NC_003078.1,gene,<545653,>545909,>257,forward,SM_RS24510,SM_b20617
WP_003529413.1,NC_003078.1,CDS,<545653,>545909,>257,forward,SM_RS24510,SM_b20617
SM_RS24515,NC_003078.1,gene,545909,546110,202,forward,SM_RS24515,SM_b20618
WP_010976313.1,NC_003078.1,CDS,545909,546110,202,forward,SM_RS24515,SM_b20618
SM_RS24520,NC_003078.1,gene,546134,546463,330,forward,SM_RS24520,SM_b20619
WP_010976314.1,NC_003078.1,CDS,546134,546463,330,forward,SM_RS24520,SM_b20619
SM_RS24525,NC_003078.1,gene,546478,546825,348,reverse,SM_RS24525,SM_b20620
WP_010976315.1,NC_003078.1,CDS,546478,546825,348,reverse,SM_RS24525,SM_b20620
SM_RS24530,NC_003078.1,gene,<546842,>547189,>348,reverse,SM_RS24530,SM_b20621
WP_015456749.1,NC_003078.1,CDS,<546842,>547189,>348,reverse,SM_RS24530,SM_b20621
SM_RS24535,NC_003078.1,gene,<547187,>547693,>507,reverse,SM_RS24535,SM_b20622
WP_010976317.1,NC_003078.1,CDS,<547187,>547693,>507,reverse,SM_RS24535,SM_b20622
mtnK,NC_003078.1,gene,<547740,>548162,>423,forward,SM_RS24540,SM_b20623
WP_003529407.1,NC_003078.1,CDS,<547740,>548162,>423,forward,SM_RS24540,SM_b20623
mtnA,NC_003078.1,gene,<548163,>548526,>364,forward,SM_RS24545,SM_b20624
WP_003529406.1,NC_003078.1,CDS,<548163,>548526,>364,forward,SM_RS24545,SM_b20624
SM_RS24550,NC_003078.1,gene,<548536,>548936,>401,reverse,SM_RS24550,SM_b20625
WP_010976318.1,NC_003078.1,CDS,<548536,>548936,>401,reverse,SM_RS24550,SM_b20625
SM_RS24555,NC_003078.1,gene,<548963,>549290,>328,forward,SM_RS24555,SM_b20626
WP_003529403.1,NC_003078.1,CDS,<548963,>549290,>328,forward,SM_RS24555,SM_b20626
SM_RS24560,NC_003078.1,gene,<549303,>549404,>102,reverse,SM_RS24560,SM_b20627
WP_010976319.1,NC_003078.1,CDS,<549303,>549404,>102,reverse,SM_RS24560,SM_b20627
SM_RS24565,NC_003078.1,gene,<549405,>549493,>89,reverse,SM_RS24565,SM_b20628
WP_010976320.1,NC_003078.1,CDS,<549405,>549493,>89,reverse,SM_RS24565,SM_b20628
SM_RS24570,NC_003078.1,gene,<549523,>549606,>84,reverse,SM_RS24570,SM_b20629
WP_014527708.1,NC_003078.1,CDS,<549523,>549606,>84,reverse,SM_RS24570,SM_b20629
ugpC,NC_003078.1,gene,<549641,>550001,>361,reverse,SM_RS24575,SM_b20630
WP_010976322.1,NC_003078.1,CDS,<549641,>550001,>361,reverse,SM_RS24575,SM_b20630
SM_RS24580,NC_003078.1,gene,<550007,>550646,>640,reverse,SM_RS24580,SM_b20631
WP_010976323.1,NC_003078.1,CDS,<550007,>550646,>640,reverse,SM_RS24580,SM_b20631
SM_RS24585,NC_003078.1,gene,<550654,>550940,>287,reverse,SM_RS24585,SM_b20632
WP_010976324.1,NC_003078.1,CDS,<550654,>550940,>287,reverse,SM_RS24585,SM_b20632
SM_RS24590,NC_003078.1,gene,<550941,>551245,>305,reverse,SM_RS24590,SM_b20633
WP_003529388.1,NC_003078.1,CDS,<550941,>551245,>305,reverse,SM_RS24590,SM_b20633
SM_RS24595,NC_003078.1,gene,<551310,>551720,>411,reverse,SM_RS24595,SM_b20634
WP_010976325.1,NC_003078.1,CDS,<551310,>551720,>411,reverse,SM_RS24595,SM_b20634
SM_RS24605,NC_003078.1,gene,<552159,>552479,>321,reverse,SM_RS24605,SM_b20636
WP_041170118.1,NC_003078.1,CDS,<552159,>552479,>321,reverse,SM_RS24605,SM_b20636
SM_RS23660,NC_003078.1,gene,<482777,>482859,>83,reverse,SM_RS23660,SM_b20647
WP_010976173.1,NC_003078.1,CDS,<482777,>482859,>83,reverse,SM_RS23660,SM_b20647
SM_RS23665,NC_003078.1,gene,<483007,>483353,>347,reverse,SM_RS23665,SM_b20648
WP_015456725.1,NC_003078.1,CDS,<483007,>483353,>347,reverse,SM_RS23665,SM_b20648
nadE,NC_003078.1,gene,483528,483862,335,reverse,SM_RS23675,SM_b20649
WP_010976175.1,NC_003078.1,CDS,483528,483862,335,reverse,SM_RS23675,SM_b20649
SM_RS23680,NC_003078.1,gene,<483862,>484376,>515,reverse,SM_RS23680,SM_b20650
WP_010976176.1,NC_003078.1,CDS,<483862,>484376,>515,reverse,SM_RS23680,SM_b20650
SM_RS23685,NC_003078.1,gene,<484387,>484474,>88,reverse,SM_RS23685,SM_b20651
WP_010976177.1,NC_003078.1,CDS,<484387,>484474,>88,reverse,SM_RS23685,SM_b20651
asnB,NC_003078.1,gene,<484485,>485129,>645,reverse,SM_RS23690,SM_b20652
WP_010976178.1,NC_003078.1,CDS,<484485,>485129,>645,reverse,SM_RS23690,SM_b20652
SM_RS23695,NC_003078.1,gene,<485526,>485683,>158,forward,SM_RS23695,SM_b20655
WP_010976180.1,NC_003078.1,CDS,<485526,>485683,>158,forward,SM_RS23695,SM_b20655
SM_RS23700,NC_003078.1,gene,<485760,>486063,>304,forward,SM_RS23700,SM_b20656
WP_015456728.1,NC_003078.1,CDS,<485760,>486063,>304,forward,SM_RS23700,SM_b20656
SM_RS23705,NC_003078.1,gene,486077,486295,219,forward,SM_RS23705,SM_b20657
WP_010976182.1,NC_003078.1,CDS,486077,486295,219,forward,SM_RS23705,SM_b20657
SM_RS23710,NC_003078.1,gene,<486299,>486597,>299,reverse,SM_RS23710,SM_b20658
WP_003526374.1,NC_003078.1,CDS,<486299,>486597,>299,reverse,SM_RS23710,SM_b20658
SM_RS23715,NC_003078.1,gene,486603,486913,311,reverse,SM_RS23715,SM_b20659
WP_010976183.1,NC_003078.1,CDS,486603,486913,311,reverse,SM_RS23715,SM_b20659
SM_RS23720,NC_003078.1,gene,486978,487412,435,reverse,SM_RS23720,SM_b20660
WP_010976184.1,NC_003078.1,CDS,486978,487412,435,reverse,SM_RS23720,SM_b20660
ugpC,NC_003078.1,gene,<487458,>487812,>355,reverse,SM_RS23725,SM_b20661
WP_010976185.1,NC_003078.1,CDS,<487458,>487812,>355,reverse,SM_RS23725,SM_b20661
SM_RS23730,NC_003078.1,gene,<487842,>488099,>258,reverse,SM_RS23730,SM_b20662
WP_010976186.1,NC_003078.1,CDS,<487842,>488099,>258,reverse,SM_RS23730,SM_b20662
SM_RS23735,NC_003078.1,gene,488101,488428,328,reverse,SM_RS23735,SM_b20663
WP_010976187.1,NC_003078.1,CDS,488101,488428,328,reverse,SM_RS23735,SM_b20663
CDS,NC_003078.1,CDS,<488444,>488697,>254,reverse,SM_RS23740,SM_b20664
SM_RS23740,NC_003078.1,pseudogene,<488444,>488697,>254,reverse,SM_RS23740,SM_b20664
CDS,NC_003078.1,CDS,<488770,>488940,>171,reverse,SM_RS23745,SM_b20665
SM_RS23745,NC_003078.1,pseudogene,<488770,>488940,>171,reverse,SM_RS23745,SM_b20665
SM_RS23750,NC_003078.1,gene,489036,489261,226,reverse,SM_RS23750,SM_b20666
WP_010976190.1,NC_003078.1,CDS,489036,489261,226,reverse,SM_RS23750,SM_b20666
SM_RS23755,NC_003078.1,gene,<489268,>489601,>334,reverse,SM_RS23755,SM_b20667
WP_010976191.1,NC_003078.1,CDS,<489268,>489601,>334,reverse,SM_RS23755,SM_b20667
SM_RS23760,NC_003078.1,gene,<489650,>489950,>301,forward,SM_RS23760,SM_b20668
WP_010976192.1,NC_003078.1,CDS,<489650,>489950,>301,forward,SM_RS23760,SM_b20668
SM_RS23765,NC_003078.1,gene,<489956,>490213,>258,forward,SM_RS23765,SM_b20669
WP_010976193.1,NC_003078.1,CDS,<489956,>490213,>258,forward,SM_RS23765,SM_b20669
SM_RS23770,NC_003078.1,gene,<490216,>490640,>425,forward,SM_RS23770,SM_b20670
WP_010976194.1,NC_003078.1,CDS,<490216,>490640,>425,forward,SM_RS23770,SM_b20670
SM_RS23775,NC_003078.1,gene,490680,491002,323,reverse,SM_RS23775,SM_b20671
WP_010976195.1,NC_003078.1,CDS,490680,491002,323,reverse,SM_RS23775,SM_b20671
SM_RS23780,NC_003078.1,gene,<491002,>491441,>440,reverse,SM_RS23780,SM_b20672
WP_010976196.1,NC_003078.1,CDS,<491002,>491441,>440,reverse,SM_RS23780,SM_b20672
SM_RS23785,NC_003078.1,gene,<491442,>491967,>526,reverse,SM_RS23785,SM_b20673
WP_010976197.1,NC_003078.1,CDS,<491442,>491967,>526,reverse,SM_RS23785,SM_b20673
SM_RS23790,NC_003078.1,gene,<492039,>492377,>339,forward,SM_RS23790,SM_b20674
WP_010976198.1,NC_003078.1,CDS,<492039,>492377,>339,forward,SM_RS23790,SM_b20674
SM_RS23795,NC_003078.1,gene,<492390,>492580,>191,reverse,SM_RS23795,SM_b20675
WP_010976199.1,NC_003078.1,CDS,<492390,>492580,>191,reverse,SM_RS23795,SM_b20675
SM_RS23800,NC_003078.1,gene,<492590,>492895,>306,reverse,SM_RS23800,SM_b20676
WP_010976200.1,NC_003078.1,CDS,<492590,>492895,>306,reverse,SM_RS23800,SM_b20676
SM_RS23805,NC_003078.1,gene,<492930,>493092,>163,reverse,SM_RS23805,SM_b20677
WP_010976201.1,NC_003078.1,CDS,<492930,>493092,>163,reverse,SM_RS23805,SM_b20677
SM_RS23810,NC_003078.1,gene,493109,493531,423,reverse,SM_RS23810,SM_b20678
WP_010976202.1,NC_003078.1,CDS,493109,493531,423,reverse,SM_RS23810,SM_b20678
SM_RS23815,NC_003078.1,gene,493570,493864,295,reverse,SM_RS23815,SM_b20679
WP_010976203.1,NC_003078.1,CDS,493570,493864,295,reverse,SM_RS23815,SM_b20679
hyi,NC_003078.1,gene,<493867,>494137,>271,reverse,SM_RS23820,SM_b20680
WP_010976204.1,NC_003078.1,CDS,<493867,>494137,>271,reverse,SM_RS23820,SM_b20680
gcl,NC_003078.1,gene,<494157,>494750,>594,reverse,SM_RS23825,SM_b20681
WP_010976205.1,NC_003078.1,CDS,<494157,>494750,>594,reverse,SM_RS23825,SM_b20681
SM_RS23830,NC_003078.1,gene,494808,495081,274,forward,SM_RS23830,SM_b20682
WP_010976206.1,NC_003078.1,CDS,494808,495081,274,forward,SM_RS23830,SM_b20682
SM_RS23835,NC_003078.1,gene,495124,495423,300,reverse,SM_RS23835,SM_b20683
WP_010976207.1,NC_003078.1,CDS,495124,495423,300,reverse,SM_RS23835,SM_b20683
SM_RS23840,NC_003078.1,gene,<495469,>495746,>278,forward,SM_RS23840,SM_b20684
WP_010976208.1,NC_003078.1,CDS,<495469,>495746,>278,forward,SM_RS23840,SM_b20684
ligD,NC_003078.1,gene,495760,496578,819,forward,SM_RS23845,SM_b20685
WP_010976209.1,NC_003078.1,CDS,495760,496578,819,forward,SM_RS23845,SM_b20685
SM_RS23850,NC_003078.1,gene,<496610,>496903,>294,forward,SM_RS23850,SM_b20686
WP_003526412.1,NC_003078.1,CDS,<496610,>496903,>294,forward,SM_RS23850,SM_b20686
SM_RS23855,NC_003078.1,gene,<496905,>497265,>361,forward,SM_RS23855,SM_b20687
WP_010976210.1,NC_003078.1,CDS,<496905,>497265,>361,forward,SM_RS23855,SM_b20687
SM_RS23860,NC_003078.1,gene,<497267,>497479,>213,forward,SM_RS23860,SM_b20688
WP_010976211.1,NC_003078.1,CDS,<497267,>497479,>213,forward,SM_RS23860,SM_b20688
WP_010976212.1,NC_003078.1,CDS,497483,497740,258,forward,SM_RS23865,SM_b20689
xth,NC_003078.1,gene,497483,497740,258,forward,SM_RS23865,SM_b20689
SM_RS23870,NC_003078.1,gene,<497740,>497847,>108,reverse,SM_RS23870,SM_b20690
WP_010976213.1,NC_003078.1,CDS,<497740,>497847,>108,reverse,SM_RS23870,SM_b20690
SM_RS23875,NC_003078.1,gene,<497866,>497984,>119,reverse,SM_RS23875,SM_b20691
WP_041170115.1,NC_003078.1,CDS,<497866,>497984,>119,reverse,SM_RS23875,SM_b20691
SM_RS23880,NC_003078.1,gene,<498043,>498310,>268,reverse,SM_RS23880,SM_b20692
WP_010976215.1,NC_003078.1,CDS,<498043,>498310,>268,reverse,SM_RS23880,SM_b20692
SM_RS23890,NC_003078.1,gene,<498493,>498561,>69,forward,SM_RS23890,SM_b20694
WP_015456733.1,NC_003078.1,CDS,<498493,>498561,>69,forward,SM_RS23890,SM_b20694
SM_RS23895,NC_003078.1,gene,498589,498757,169,reverse,SM_RS23895,SM_b20695
WP_010976217.1,NC_003078.1,CDS,498589,498757,169,reverse,SM_RS23895,SM_b20695
SM_RS23900,NC_003078.1,gene,<498757,>498917,>161,reverse,SM_RS23900,SM_b20696
WP_010976218.1,NC_003078.1,CDS,<498757,>498917,>161,reverse,SM_RS23900,SM_b20696
SM_RS23905,NC_003078.1,gene,<498953,>499516,>564,reverse,SM_RS23905,SM_b20697
WP_010976219.1,NC_003078.1,CDS,<498953,>499516,>564,reverse,SM_RS23905,SM_b20697
SM_RS23910,NC_003078.1,gene,<499568,>500117,>550,reverse,SM_RS23910,SM_b20698
WP_010976220.1,NC_003078.1,CDS,<499568,>500117,>550,reverse,SM_RS23910,SM_b20698
SM_RS23915,NC_003078.1,gene,<500118,>500482,>365,reverse,SM_RS23915,SM_b20699
WP_010976221.1,NC_003078.1,CDS,<500118,>500482,>365,reverse,SM_RS23915,SM_b20699
SM_RS23920,NC_003078.1,gene,500512,500649,138,reverse,SM_RS23920,SM_b20700
WP_010976222.1,NC_003078.1,CDS,500512,500649,138,reverse,SM_RS23920,SM_b20700
SM_RS23925,NC_003078.1,gene,<500676,>500925,>250,reverse,SM_RS23925,SM_b20701
WP_010976223.1,NC_003078.1,CDS,<500676,>500925,>250,reverse,SM_RS23925,SM_b20701
SM_RS23930,NC_003078.1,gene,501010,501541,532,forward,SM_RS23930,SM_b20702
WP_015456734.1,NC_003078.1,CDS,501010,501541,532,forward,SM_RS23930,SM_b20702
SM_RS23935,NC_003078.1,gene,501559,501712,154,reverse,SM_RS23935,SM_b20703
WP_003530520.1,NC_003078.1,CDS,501559,501712,154,reverse,SM_RS23935,SM_b20703
glgA,NC_003078.1,gene,501821,502307,487,forward,SM_RS23940,SM_b20704
WP_010976226.1,NC_003078.1,CDS,501821,502307,487,forward,SM_RS23940,SM_b20704
SM_RS23945,NC_003078.1,gene,<502413,>502715,>303,forward,SM_RS23945,SM_b20705
WP_003530524.1,NC_003078.1,CDS,<502413,>502715,>303,forward,SM_RS23945,SM_b20705
SM_RS23950,NC_003078.1,gene,502761,503019,259,forward,SM_RS23950,SM_b20706
WP_003530526.1,NC_003078.1,CDS,502761,503019,259,forward,SM_RS23950,SM_b20706
SM_RS23955,NC_003078.1,gene,503037,503457,421,reverse,SM_RS23955,SM_b20707
WP_010976227.1,NC_003078.1,CDS,503037,503457,421,reverse,SM_RS23955,SM_b20707
SM_RS23960,NC_003078.1,gene,<503459,>503641,>183,reverse,SM_RS23960,SM_b20708
WP_010976228.1,NC_003078.1,CDS,<503459,>503641,>183,reverse,SM_RS23960,SM_b20708
SM_RS23965,NC_003078.1,gene,<503713,>503897,>185,forward,SM_RS23965,SM_b20709
WP_003530532.1,NC_003078.1,CDS,<503713,>503897,>185,forward,SM_RS23965,SM_b20709
SM_RS23970,NC_003078.1,gene,<504064,>504358,>295,forward,SM_RS23970,SM_b20710
WP_003530537.1,NC_003078.1,CDS,<504064,>504358,>295,forward,SM_RS23970,SM_b20710
SM_RS23975,NC_003078.1,gene,<504427,>504696,>270,forward,SM_RS23975,SM_b20711
WP_010976229.1,NC_003078.1,CDS,<504427,>504696,>270,forward,SM_RS23975,SM_b20711
SM_RS23980,NC_003078.1,gene,<504778,>505086,>309,forward,SM_RS23980,SM_b20712
WP_003530542.1,NC_003078.1,CDS,<504778,>505086,>309,forward,SM_RS23980,SM_b20712
SM_RS23985,NC_003078.1,gene,<505150,>505662,>513,forward,SM_RS23985,SM_b20713
WP_003530544.1,NC_003078.1,CDS,<505150,>505662,>513,forward,SM_RS23985,SM_b20713
